dist,algo,impl,dtype,N,threads,ms,s_per_elem,ns_per_elem,mels_per_s,bytes,GB,GBps,sorted,match_ref,error
uniform_pigeonhole_limit,pigeonhole,omp,uint64,1000,8,51.8604,5.18604e-05,51860.4,0.0192825,8000,8e-06,0.00015426,true,true,"none"
uniform_pigeonhole_limit,bitonic,seq,uint64,1000,8,0.881339,8.81339e-07,881.339,1.13464,8000,8e-06,0.0090771,true,true,"none"
uniform_pigeonhole_limit,bitonic,omp,uint64,1000,8,0.546435,5.46435e-07,546.435,1.83004,8000,8e-06,0.0146404,true,true,"none"
uniform_pigeonhole_limit,radix,seq,uint64,100,8,0.062905,6.2905e-07,629.05,1.5897,800,8e-07,0.0127176,true,true,"none"
uniform_pigeonhole_limit,radix,omp,uint64,100,8,0.559957,5.59957e-06,5599.57,0.178585,800,8e-07,0.00142868,true,true,"none"
uniform_pigeonhole_limit,counting,seq,uint64,100,8,4.64014,4.64014e-05,46401.4,0.0215511,800,8e-07,0.000172409,true,true,"none"
uniform_pigeonhole_limit,counting,omp,uint64,100,8,50.8737,0.000508737,508737,0.00196565,800,8e-07,1.57252e-05,true,true,"none"
uniform_pigeonhole_limit,bucket,seq,uint64,100,8,0.104987,1.04987e-06,1049.87,0.952499,800,8e-07,0.00761999,true,true,"none"
uniform_pigeonhole_limit,bucket,omp,uint64,100,8,0.157595,1.57595e-06,1575.95,0.634538,800,8e-07,0.0050763,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,seq,uint64,100,8,55.9106,0.000559106,559106,0.00178857,800,8e-07,1.43086e-05,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,omp,uint64,100,8,50.0946,0.000500946,500946,0.00199622,800,8e-07,1.59698e-05,true,true,"none"
uniform_pigeonhole_limit,bitonic,seq,uint64,100,8,0.130416,1.30416e-06,1304.16,0.766777,800,8e-07,0.00613422,true,true,"none"
uniform_pigeonhole_limit,bitonic,omp,uint64,100,8,0.146393,1.46393e-06,1463.93,0.683093,800,8e-07,0.00546474,true,true,"none"
